stove_details_name,details_manu,details_web,stove_desc,details_tiers_eff_num,details_tiers_safe_num,details_tiers_co_num,details_tiers_pm_num,details_tiers_dur_num,details_tiers_iwa_ie_num,stove_life,pot_rec,pot_cap,stove_feed,stove_food_common,stove_price,stove_dimensions,stove_weight,stove_dimensions,stove_assembly_materials,iso_co_val,iso_co_sd,iso_co_num,iso_co_date,iso_co_fuel,iso_pm_val,iso_pm_sd,iso_pm_num,iso_pm_date,iso_pm_fuel,iso_eff_char_val,iso_eff_char_sd,iso_eff_char_num,iso_eff_char_date,iso_eff_char_fuel,iso_eff_val,iso_eff_sd,iso_eff_num,iso_eff_date,iso_eff_fuel,iso_safe_val,iso_safe_sd,iso_safe_num,iso_safe_date,iso_safe_fuel,iso_dur_val,iso_dur_sd,iso_dur_num,iso_dur_date,iso_dur_fuel,iwa_co_val,iwa_co_sd,iwa_co_num,iwa_co_date,hp_co_fuel,iwa_pm_val,iwa_pm_sd,iwa_pm_num,iwa_pm_date,hp_pm_fuel,iwa_co_low_val,iwa_co_low_sd,iwa_co_low_num,iwa_co_low_date,lp_co_fuel,iwa_pm_low_val,iwa_pm_low_sd,iwa_pm_low_num,iwa_pm_low_date,lp_pm_fuel,iwa_eff_val,iwa_eff_sd,iwa_eff_num,iwa_eff_date,hp_eff_fuel,iwa_eff_val,iwa_eff_sd,iwa_eff_num,iwa_eff_date,hp_eff_fuel
LPG Stove Télia n°2,Sodigaz,http://www.sodigaz.com/,"Télia n°2 LPG stove is composed of a metal skirt assembled on a 6 kg LPG stove, and a burner. It can be used with different sizes of pot (N°2 to N°8).",Tier 3,Not Available,,,,Not Available,6,Round bottom,,1.0-8.0,All traditional food,45.0-55.0,,,,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,49.2,49.2 - 49.2,1,2014,Liquefied Petroleum Gas (LPG),49.2,49.2 - 49.2,1,2014,Liquefied Petroleum Gas (LPG)
Envirofit CH-2200,Envirofit International,http://www.envirofit.org/,Fuel-efficient charcoal stove. This model is no longer being manufactured.,Tier 3,Not Available,,,,Not Available,,,,nan,,nan,229.0/313.0/154.0,2.3,229.0/313.0/154.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,12.9,12.9 - 12.9,1,2013,Charcoal,Not Available,Not Available,0,Not Available,Not Available,0.1,0.1 - 0.1,1,2013,Charcoal,Not Available,Not Available,0,Not Available,Not Available,42.3,42.3 - 42.3,1,2013,Charcoal,42.3,42.3 - 42.3,1,2013,Charcoal
Envirofit CH-5200,Envirofit International,http://www.envirofit.org/,Fuel-efficient charcoal stove designed for family size pots.,Tier 3,Not Available,,,,Not Available,,,,nan,,nan,300.0/350.0/162.0,3.4,300.0/350.0/162.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,15.7,15.7 - 15.7,1,2012,Charcoal,Not Available,Not Available,0,Not Available,Not Available,0.1,0.1 - 0.1,1,2012,Charcoal,Not Available,Not Available,0,Not Available,Not Available,36.1,36.1 - 36.1,1,2012,Charcoal,36.1,36.1 - 36.1,1,2012,Charcoal
kuniokoa™,Burn Manufacturing,http://www.burnmanufacturing.com/,"Kuniokoa™ is a high performing natural-draft woodstove that saves firewood, reduces emissions, and is made from high-quality stainless steel. The stove was developed in partnership by the University of Washington, Burn Design Lab, and BURN Manufacturing. Prior to full production, kuniokoa™ underwent extensive user research with hundreds of participants and has undergone thousands of hours of lab and lifetime-assessment testing.",Tier 2,Tier 3,,,,Tier 2,3,Both,7,8.0-12.0,"ugali, rice, githeri, veggies, chapatti, lentils, beans, tea, etc.",nan,nan/280.0/320.0,3.7,nan/280.0/320.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,1.9,1.9 - 1.9,1,2017,Wood,103.9,103.9 - 103.9,1,2017,Wood,0,0 - 0,1,2017,Wood,1.4,1.4 - 1.4,1,2017,Wood,40,40 - 40,1,2017,Wood,40,40 - 40,1,2017,Wood
BioLite HomeStove,BioLite LLC,http://www.biolitestove.com/,"Designed for the 3 billion people worldwide who cook on smoky, open fires, the BioLite HomeStove is a low-cost, high-quality biomass cookstove that provides users with on-demand electricity capable of charging mobile phones and LED lights through an on-board USB port.",Tier 2,Not Available,,,,Tier 2,5,Both,10,5.0-10.0,"India: A wide range of North and South Indian dishes, including roti, rice, dal, lentils, potato ; Sub-Saharan Africa: Rice, beans, corn meal (posho / uguali/ fufu), Millet (kalo), plantain, green banana (matoke), potato, sweet potato, cassava",40.0-70.0,270.0/270.0/310.0,8,270.0/270.0/310.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,1,01-ene,1,2015,Wood,155,155 - 155,1,2015,Wood,0.1,0.1 - 0.1,1,2015,Wood,1.4,1.4 - 1.4,1,2015,Wood,33,33 - 33,1,2015,Wood,33,33 - 33,1,2015,Wood
Prakti Single Burner Charcoal Stove,Prakti Design,http://praktidesign.com/,"Certified by the Aprovecho Research Center, found to be the cleanest burning and most efficient stove by the Berkeley National Laboratory, and named “Best Charcoal Stove 2010” by USAID. The Prakti Single Burner Charcoal Stove is a practical, high quality, easy to clean, and durable stove.",Tier 2,Tier 3,,,,Not Available,4,Both,10,6.0-12.0,"Rice, dough, fish, meat, anything!",40.0-50.0,250.0/250.0/190.0,4.8,250.0/250.0/190.0,"A screwdriver, a rivet gun, a table!",Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,6.8,6.8 - 6.8,1,2014,Charcoal,16,16 - 16,1,2014,Charcoal,0.1,0.1 - 0.1,1,2014,Charcoal,0,0 - 0,1,2014,Charcoal,33.1,33.1 - 33.1,1,2014,Charcoal,33.1,33.1 - 33.1,1,2014,Charcoal
Prime Square Fuelwood Regular,Prime Cookstoves,http://www.primestoves.com/,"PRODUCT FEATURES: Prime cookstoves can be fueled by a variety of biomass TECHNICAL PRINCIPLES: Top-lit updraft (TLUD) biomass stove that uses preheating, counter-flow and co-firing burning mechanism FUELS: Firewood, branches, cornobs, coconut husk COUNTRY OF ORIGIN: Indonesia",Tier 2,Not Available,,,,Tier 2,5,Both,50,4.0-6.0,"Wok, stew, fried foods",25.0-45.0,280.0/280.0/360.0,3.5,280.0/280.0/360.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,4.1,4.1 - 4.1,1,2014,Wood,211,211 - 211,1,2014,Wood,0,0 - 0,1,2014,Wood,1.8,1.8 - 1.8,1,2014,Wood,34.1,34.1 - 34.1,1,2014,Wood,34.1,34.1 - 34.1,1,2014,Wood
Augusta,Locally manufactured,nan,"The Augusta Wood Stove is a portable metal stove designed to be light and make cooking easy. It has one burner that supports several sizes of pots, with internal and external protection to keep the surface cool during the cooking. Includes a rocket combustion chamber, an iron grid for firewood support and airflow.",Tier 2,Tier 3,,,,Tier 1,2,Both,10,3.0-10.0,Boiled,40.0-45.0,400.0/280.0/380.0,3.5,400.0/280.0/380.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,8.3,8.3 - 8.3,1,2016,Wood,352.1,352.1 - 352.1,1,2016,Wood,0.1,0.1 - 0.1,1,2016,Wood,2,02-feb,1,2016,Wood,32.9,32.9 - 32.9,1,2016,Wood,32.9,32.9 - 32.9,1,2016,Wood
Prime Square Granular Regular,Prime Cookstoves,http://www.primestoves.com/,"PRODUCT FEATURES: Prime cookstoves can be fueled by a variety of biomass TECHNICAL PRINCIPLES: Top-lit updraft (TLUD) biomass stove that uses preheating, counter-flow and co-firing burning mechanism FUELS: Pellets, agro-waste such as palm kernel shells, rubber shells, coconut husk, wood chips. COUNTRY OF ORIGIN: Indonesia",Tier 2,Not Available,,,,Tier 1,5,Both,50,4.0-6.0,"Wok, stew, fried foods",25.0-45.0,280.0/280.0/360.0,3.5,280.0/280.0/360.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,7,07-jul,1,2014,Pellets,274,274 - 274,1,2014,Pellets,0,0 - 0,1,2014,Pellets,1.4,1.4 - 1.4,1,2014,Pellets,42.2,42.2 - 42.2,1,2014,Pellets,42.2,42.2 - 42.2,1,2014,Pellets
StoveTec GreenFire,Shengzhou Stove Manufacturer,http://www.ssmcookstoves.com/,,Tier 2,Not Available,,,,Tier 0,,,,nan,,nan,273.0/273.0/286.0,,273.0/273.0/286.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,5.6,4.3 - 6.3,3,2012,Wood,375.5,350.5 - 399.5,3,2012,Wood,0.1,0.1 - 0.1,3,2012,Wood,3.7,2.7 - 5.6,3,2012,Wood,35.3,34.3 - 36.1,3,2012,Wood,35.3,34.3 - 36.1,3,2012,Wood
Malena,Locally manufactured,nan,"Inbuilt fixed (sunken) two pots stove for households and social institutions; made of improved clay mix with 2 meters metal chimney and ceramic grid. Includes a rocket type combustion chamber, ceramic grid for the fuel located inside the combustion chamber, ashes trap for cleaning and air flow, internal air and gases circulation ducts of standard dimensions. Supported by the EnDev Bolivia/GIZ project.",Tier 2,Tier 3,,,,Tier 4,5,Both,10,1.0-5.0,boiling and fried food,50.0-70.0,900.0/600.0/800.0,800,900.0/600.0/800.0,"Improved clay mix, bricks, local materials for molds like empty oil drums, big bags, sacks and cardboard",Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,12.2,12.2 - 12.2,1,2015,Wood,61.1,61.1 - 61.1,1,2015,Wood,0.1,0.1 - 0.1,1,2015,Wood,0.3,0.3 - 0.3,1,2015,Wood,0.3,0.3 - 0.3,1,2015,Wood,0.3,0.3 - 0.3,1,2015,Wood
GAMA1411,"Gamadaric, Lda",nan,"Gamadaric, Lda. are a metallurgical Portuguese company who have been producing medium stamping and welding parts for the market since 2005. One of niche markets operated by Gamadaric is heating: wood burning stoves and wood cooking stoves. In 2014/15, we began to develop one portable wood cooking stove for emerging or underdeveloped countries. Designed to be very simple to use and easy to transport responding of the culinary habits of these regions, where firewood is used for cooking. GAMA1411 has capacity for two pans.",Tier 2,Not Available,,,,Tier 3,6,Both,15,nan,,60.0-80.0,350.0/600.0/320.0,20,350.0/600.0/320.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,13,13 - 13,1,2015,Wood,391.1,391.1 - 391.1,1,2015,Wood,0,0 - 0,1,2015,Wood,6.1,6.1 - 6.1,1,2015,Wood,35,35 - 35,1,2015,Wood,35,35 - 35,1,2015,Wood
Obama Stove,Locally manufactured,nan,"The construction of each stove is 100% handmade. It starts with cutting out the pattern from the tin stock. Then by hammer, and anything the workers can use as an anvil, they hammer the tin into the creases and folds needed. Next, the hammered tin is riveted in key points to ensure high quality and durability. The ceramic insert is placed inside the shell and it is riveted around the top. This is to secure the insert so that it cannot fall out and it stays in place. The four stove top pot holders are riveted onto all sides around the top, as well as the two handles and the door and latch are riveted into place. During this process, decorative dimples and gold spray paint adorn it to give it some good looks. http://youtu.be/6MZJ2yU7IIE",Tier 2,Tier 3,,,,Tier 1,3,Both,,8,,6,,8,,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,13.3,13.3 - 13.3,1,2015,Charcoal,86.3,86.3 - 86.3,1,2015,Charcoal,0,0 - 0,1,2015,Charcoal,0.2,0.2 - 0.2,1,2015,Charcoal,34,34 - 34,1,2015,Charcoal,34,34 - 34,1,2015,Charcoal
SuperSaver Wood GL (M-5000),Envirofit International,http://www.envirofit.org/,Wood stove designed for localized mass production.,Tier 2,Tier 3,,,,Tier 1,,,,nan,,nan,320.0/320.0/280.0,4.2,320.0/320.0/280.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,3.2,2.3 - 4.1,3,2016,Wood,559.7,429.2 - 690.2,2,2016,Wood,0,0 - 0.1,2,2016,Wood,1.9,0.7 - 3,2,2016,Wood,34.6,29.7 - 38.8,3,2016,Wood,34.6,29.7 - 38.8,3,2016,Wood
SmartSaver Wood (Econofire),Envirofit International,http://www.envirofit.org/,"The SmartSaver WoodTM stove is Envirofit’s newest clean energy cookstove designed for safety and stability. This stove combines our industry-leading clean combustion technology into a rugged, sturdy, portable solution that is easy to assemble, use, and clean. The SmartSaver WoodTM is crafted with a low center of gravity for rigorous cooking and is made with a heavy-duty wire frame to create a barrier from the hot surface of the combustion chamber. The pot support rail can accommodate a range of different round or flat-bottomed cooking pots from a tea kettle to a stock pot. Compact knockdown design allows for maximized transport and on-site assembly.",Tier 2,Tier 3,,,,Tier 1,,Both,,nan,,nan,355.0/400.0/255.0,2.5,355.0/400.0/255.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,5.6,5.6 - 5.6,1,2014,Wood,736,736 - 736,1,2014,Wood,0.1,0.1 - 0.1,1,2014,Wood,3.5,3.5 - 3.5,1,2014,Wood,30.2,30.2 - 30.2,1,2014,Wood,30.2,30.2 - 30.2,1,2014,Wood
Berkeley-Darfur Stove V.14,Potential Energy,http://www.potentialenergy.org/,"The Berkeley-Darfur Stove is an advanced, high quality, metal (steel), fuel-efficient wood and biomass burning stove. It is mass-produced through high quality control procedures during manufacture and assembly. These measures are taken to keep costs down and to maintain optimal stove dimensions. As a result, this stove performs more consistently, transfers heat more efficiently and has a longer product life. The stove is manufactured in a flat-kit in India and then shipped for assembly to any country.",Tier 2,Not Available,,,,Tier 1,5,Both,15,4.0-10.0,"Rice, beans, banana, potatoes, meat, porridge, sauces, flat bread tea/coffee",25.0-35.0,370.0/380.0/310.0,4.5,370.0/380.0/310.0,Rivet guns and pliers,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,6.7,5.2 - 8.2,2,2012,Wood,443.8,276.5 - 611,2,2012,Wood,0.1,0.1 - 0.1,2,2012,Wood,4.6,3.4 - 5.9,2,2012,Wood,29.6,14 - 37.4,3,2012,Wood,29.6,14 - 37.4,3,2012,Wood
Philips HD4008,Philips,http://www.philips.com/,Natural draft stove.,Tier 2,Not Available,,,,Tier 0,,,,nan,,31.0-31.0,310.0/310.0/320.0,,310.0/310.0/320.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,7.6,5.2 - 10.1,2,2012,Wood,593.3,485 - 701.5,2,2012,Wood,0.1,0 - 0.1,2,2012,Wood,4.2,2.6 - 5.8,2,2012,Wood,34,33.5 - 34.4,2,2012,Wood,34,33.5 - 34.4,2,2012,Wood
Oorja,First Energy Private Limited,http://www.firstenergy.in/,"This stove was initially developed by BP (British Petroleum) and was further developed and is now being disseminated by First Energy Private Limited in India. Biomass pellets made from agriculture residues are used as fuel. A small electrical fan powered by a rechargeable battery provides forced draft. A fan speed controller has a switch with a low and a high position. The combustion chamber is made of ceramic material clad with metal on the outside, and a heat shield is made of stainless steel. An operation manual and an extra S5 rechargeable battery were provided with the stove. Over 400,000 stoves reportedly have been disseminated in India. For more information: http://www.firstenergy.in/",Tier 2,Not Available,,,,Tier 3,,,,nan,,nan,,,,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,1.9,1.9 - 2,2,2012,Pellets,149.6,74.7 - 224.5,2,2012,Pellets,0,0 - 0.1,2,2012,Pellets,1.9,1.2 - 2.6,2,2012,Pellets,33,31.3 - 34.7,2,2012,Pellets,33,31.3 - 34.7,2,2012,Pellets
